"output","parameter","coef","bias","stderr","CImin","CImax"
"R_0","gamma",0.0093097089660242,-0.000601389101453071,0.012779101696268,-0.0209730844260477,0.0378910599693361
"R_0","prob_CT",0.00364008270736597,0.000337990787477623,0.0142044544479643,-0.0396585956659186,0.0421954072509514
"R_0","CT_delay",-0.0230753949276835,-0.000600331264275226,0.0145170334363925,-0.0586644004077223,0.0182388973940999
"R_0","epsilon",0.00565627394337479,-3.16786653092958e-05,0.014315551540334,-0.0207755515824005,0.0469710836398638
"R_0","riskprofile",0.0124740958274573,4.60200626170928e-05,0.0139638515701408,-0.0203731569381004,0.0485008149809895
"R_0","R_0_mean",0.995523856047159,1.31850039049031e-05,0.000119697483158372,0.995257295156984,0.995770534522064
"R_0","dispersion",-0.0139968698661842,0.000971850105505849,0.0152892175127428,-0.043971071117088,0.0204759280883079
"R_0","T_inc_stretch",-0.00936448924056601,-0.000270622873236596,0.013916482271466,-0.0569079666187288,0.0265280336692548
"R_0","pi_t_triangle_center",-0.00511909598004092,4.38206632408095e-05,0.0129211078076144,-0.045205178925392,0.039669182293327
"R_0","T_lat_offset",-0.00607448159293408,0.000914261281257231,0.0143039439700064,-0.0496387467992688,0.020653860880623
"R_0","d_inf",-0.00866598687300176,0.000811593807406931,0.0131245931438869,-0.0388462875685051,0.0221765321236441
"R_hsb","gamma",-0.737736897141725,-0.000787421139205602,0.00536375850585316,-0.749862530691275,-0.718986613400895
"R_hsb","prob_CT",-0.00128452017766686,-0.000680322669003826,0.0144873494468625,-0.0320449319010218,0.0393197951048555
"R_hsb","CT_delay",0.00654326795953197,8.81249135563922e-05,0.0154212978269304,-0.0331513897490738,0.0411563826029758
"R_hsb","epsilon",9.97258910425176e-05,-0.000687449699318947,0.0142523494627718,-0.0283720902586385,0.0371493559467589
"R_hsb","riskprofile",0.00475995336736232,0.000714168514507779,0.0161684482071651,-0.030062003869682,0.0426588681461034
"R_hsb","R_0_mean",0.981737553209327,6.54141621020399e-05,0.000800779829830407,0.979914561770624,0.983665445661888
"R_hsb","dispersion",-0.0211423777069567,-0.000773672339498498,0.0148442934047485,-0.0523211501532252,0.0134741022194502
"R_hsb","T_inc_stretch",-0.00752940817039457,0.000230051972371657,0.0150740615248998,-0.0476443166620961,0.0291544826328437
"R_hsb","pi_t_triangle_center",-0.49187449244979,-0.000784812218352471,0.0101231350525083,-0.514174697799533,-0.466017103227837
"R_hsb","T_lat_offset",-0.492292275509343,-0.00135645689140157,0.00955853309764201,-0.507677093189307,-0.465003066591475
"R_hsb","d_inf",-0.207414566277459,0.000138652922809623,0.0150214936088897,-0.252020714441979,-0.171604361508681
"R_s","gamma",-0.572219680317546,-0.000285996021322399,0.00782981834265373,-0.587326540142476,-0.555129791845877
"R_s","prob_CT",-0.622811042187518,-0.000495125419354592,0.00694248792831733,-0.645149124890096,-0.609881564109726
"R_s","CT_delay",0.0867256595553026,0.000484188600798338,0.0139129259975861,0.0508815752868547,0.12163843972721
"R_s","epsilon",0.224444260930506,-0.00131315949835201,0.0122418069009071,0.192388034456908,0.255278640110777
"R_s","riskprofile",-0.00322644995461809,-0.000329866066566589,0.0142609614779449,-0.0506671718444478,0.0271190096900188
"R_s","R_0_mean",0.970753055607089,6.84930162277997e-05,0.00131459311589998,0.967458677601075,0.973935471283699
"R_s","dispersion",-0.00218212692212939,0.000838224465019666,0.0137550598571948,-0.0344827220679233,0.0320713867325207
"R_s","T_inc_stretch",-0.0949036975187064,0.000106109099167959,0.013919734053275,-0.129042636136695,-0.0529763348268484
"R_s","pi_t_triangle_center",-0.305383574723045,-0.00167935902903799,0.0118648587542471,-0.328592003976752,-0.270346207237342
"R_s","T_lat_offset",-0.26970101250684,-0.00056340450310316,0.0129514110176764,-0.299283398062498,-0.234208428741758
"R_s","d_inf",-0.142264940299012,-0.000838739802930505,0.0137426643649128,-0.167935630001377,-0.0953069609125388
"R_q","gamma",-0.629015386915612,-0.000422966662310231,0.00783728074260276,-0.65974211212032,-0.613070077946888
"R_q","prob_CT",-0.702873340290574,0.000338318929022918,0.00676298553598336,-0.716916221197719,-0.689627686463785
"R_q","CT_delay",0.173409129011069,0.00202910346035082,0.0137668036846346,0.138335059751091,0.209257200132661
"R_q","epsilon",0.00337455140684064,-0.00224192952484948,0.0153347038638103,-0.0387261087636677,0.0505619271755063
"R_q","riskprofile",-0.00632557801189896,-0.000844736300082638,0.0143452823414658,-0.0439680606888843,0.0395549652544612
"R_q","R_0_mean",0.943102906100511,-6.87916891761731e-05,0.00286630006917189,0.935739558921329,0.949505992869843
"R_q","dispersion",-0.00757047971749134,0.00200270260690886,0.0156593148533812,-0.050521462005087,0.0422963529544334
"R_q","T_inc_stretch",-0.212803689444024,-0.000324912248859388,0.0132610542252398,-0.238217697867036,-0.16422708601607
"R_q","pi_t_triangle_center",-0.201234354958467,-6.67368173243033e-05,0.0138485707357728,-0.238039766978833,-0.165284061785915
"R_q","T_lat_offset",-0.188962214752258,0.000597337723126506,0.0125965104387073,-0.21890124023712,-0.158817156957505
"R_q","d_inf",0.0203238400133195,0.00131425999967667,0.0137590375471836,-0.0199709053263648,0.0601785041065454
"Abs_Benefit","gamma",0.382949979197722,-0.00118485356196335,0.0124746585495727,0.363606178134606,0.41121699145336
"Abs_Benefit","prob_CT",0.489832167980318,-0.000256780637810594,0.0117612463346959,0.458901758967924,0.526232160407933
"Abs_Benefit","CT_delay",-0.144195947702631,-0.000790656255185623,0.0144401945643253,-0.181328477976571,-0.0955378556530929
