"output","parameter","coef","bias","stderr","CImin","CImax"
"R_0","gamma",-0.00912932901011899,0.000735225001005421,0.0148965628201966,-0.039896121464116,0.019446224481388
"R_0","prob_CT",0.00568553569932286,0.00196174952611451,0.0155464078396605,-0.0296033444373338,0.0490874885885771
"R_0","CT_delay",-0.0055013296392315,-0.000223796033999453,0.0144904956527058,-0.0405825122173451,0.0449128406787434
"R_0","epsilon",-0.00354623178216168,0.0017017377347849,0.0130378613979364,-0.0375220259378417,0.024697749493823
"R_0","riskprofile",0.0135241876875723,0.000662362854915347,0.0144141773532302,-0.0154490561749663,0.0608726262788373
"R_0","R_0_mean",0.995706778312625,1.64690431627701e-05,0.000120876183293319,0.995450761784917,0.996058003779356
"R_0","dispersion",0.0048933786117665,0.000317541112989945,0.0159155855001483,-0.0340252644581734,0.0467928533024188
"R_0","T_inc_stretch",-0.0321098931596821,-0.00180436710886814,0.014571764722639,-0.0614894505499244,0.00628144810280346
"R_0","pi_t_triangle_center",-0.0253252437544861,0.000200772850982859,0.0140445605781405,-0.0552741598771938,0.0173140926234374
"R_0","T_lat_offset",-0.0116505243723413,0.00244570239188031,0.0143977123213621,-0.0501418403274273,0.0238368455493738
"R_0","d_inf",0.0115401065360774,0.000114123392182324,0.014540570883755,-0.0216949345633061,0.047804752493093
"R_hsb","gamma",-0.790372643419975,-0.000101361565789881,0.00502291038466709,-0.800535891159358,-0.779407293161788
"R_hsb","prob_CT",-0.0102159284182814,0.000972566577416394,0.01600680369764,-0.0487534031847798,0.0225356644432884
"R_hsb","CT_delay",0.00640830741105271,0.00202260068666655,0.0148134068576659,-0.0302117166896884,0.0408353622661924
"R_hsb","epsilon",-2.82916300995012e-05,-0.00202361560266607,0.0159147736339492,-0.0469507368376932,0.0349460531326188
"R_hsb","riskprofile",-0.00482002911921766,0.00025777577781296,0.0149356254249437,-0.0537940531788696,0.0323325506963613
"R_hsb","R_0_mean",0.968857764888099,0.000211446798871084,0.00128183010187367,0.96522855654471,0.971705812544972
"R_hsb","dispersion",0.0072836569464374,0.00185514109710898,0.0162998296068454,-0.031764482036216,0.0478134009365971
"R_hsb","T_inc_stretch",-0.00161496706360314,0.00108423415913865,0.0138824967749222,-0.034033764413301,0.0428665026889588
"R_hsb","pi_t_triangle_center",-0.50409715722195,0.000230294563528299,0.0109460734421363,-0.534838709083445,-0.479178389652933
"R_hsb","T_lat_offset",-0.604262243981437,-0.000818057581181253,0.00882451126830298,-0.628005016979413,-0.570355922622719
"R_hsb","d_inf",-0.0889823185272082,0.00183552220617794,0.015619223503086,-0.13233523798429,-0.0471437442312101
"R_s","gamma",-0.367905936500255,-0.00226149669798309,0.0118051937364958,-0.413872667720479,-0.340391006506888
"R_s","prob_CT",-0.384845094273228,-0.000939985945951349,0.00968448904965057,-0.406281250302273,-0.354732407457052
"R_s","CT_delay",0.276564262808738,-0.000464758538312404,0.00970227047934759,0.254176321480696,0.30169296391904
"R_s","epsilon",0.351568263542988,8.27968080033825e-05,0.0108831572698497,0.326043408507848,0.388034960974423
"R_s","riskprofile",0.0149615633201346,1.53785572884549e-05,0.0139514566581136,-0.0252136922508102,0.0558618898584263
"R_s","R_0_mean",0.983567489279984,0.000128620824709214,0.00127471877094624,0.980560243222734,0.987433463505704
"R_s","dispersion",0.000330353895421601,-0.00188765734631497,0.0148613903729425,-0.0310974591053381,0.0378923697363557
"R_s","T_inc_stretch",-0.108917374017251,0.00212846694171609,0.0148821591312512,-0.146786575173469,-0.078119374257252
"R_s","pi_t_triangle_center",-0.190068154806397,-0.000913548226319089,0.0131327020063729,-0.219116404062224,-0.152668286047263
"R_s","T_lat_offset",-0.230297570225322,-0.000545306629400805,0.0118166067311358,-0.26131092477055,-0.195346636752905
"R_s","d_inf",-0.109249408995334,-0.000962613190297903,0.0160604297582901,-0.145390385256369,-0.0692548848164123
"R_q","gamma",-0.510420223718344,-0.000655238818090043,0.0112685312769628,-0.552804912790883,-0.485889091750297
"R_q","prob_CT",-0.56912034190437,-0.000788214909887897,0.00762304855301433,-0.588122180085432,-0.552158928834372
"R_q","CT_delay",0.474036179352863,-0.000396945480577227,0.00799875558080673,0.457383236954793,0.494619781270264
"R_q","epsilon",0.00222671262770846,0.000114501679154317,0.0142658437117197,-0.0425676193356802,0.0331520567495956
"R_q","riskprofile",-0.00146965873240455,-0.00105594827842996,0.0151182349936003,-0.0550401410624168,0.0276919039229331
"R_q","R_0_mean",0.954903793482256,-0.000331065013057796,0.00258129676903431,0.948195457940362,0.960739063973257
"R_q","dispersion",0.00905264925483207,0.00167831621983724,0.0162360649874777,-0.0345522601781742,0.0484037218546876
"R_q","T_inc_stretch",-0.214558592802494,0.000320452769821067,0.0153571770005992,-0.260452470970097,-0.167200382637487
"R_q","pi_t_triangle_center",-0.177222547112179,0.00158992392762261,0.0142755438902584,-0.209911771915467,-0.143207803687072
"R_q","T_lat_offset",-0.238182426081061,-0.00252784364614478,0.0114425038313401,-0.266002216974557,-0.208460431910327
"R_q","d_inf",-0.0231359658313962,-0.00016004615020607,0.0143110058455545,-0.0578712964287236,0.00970149173965305
"Abs_Benefit","gamma",0.35375203355783,0.00110656323440844,0.0131889021844283,0.320638584258226,0.3862118937755
"Abs_Benefit","prob_CT",0.441533566434241,1.43781390631315e-05,0.0116768483729798,0.411463251868046,0.470484282039938
"Abs_Benefit","CT_delay",-0.34195476269787,0.000381680060213441,0.0119795923418054,-0.371552209985065,-0.312414686083073
