"output","parameter","coef","bias","stderr","CImin","CImax"
"R_0","gamma",-0.00526828160970982,0.00139856806877872,0.0141998380950781,-0.0398591901820526,0.0291397422879276
"R_0","prob_CT",0.0241391185589431,-0.00114054087607424,0.0143569270707811,-0.021612053820454,0.0603344821138869
"R_0","CT_delay",-0.0188533879351846,-0.000186639991727293,0.0133314775900241,-0.0513095028769211,0.0144741438322199
"R_0","epsilon",-0.012509089428105,0.00221563161867081,0.0142543607053799,-0.04918187389286,0.0180193759615809
"R_0","riskprofile",0.00226140903130139,-0.00223571560387395,0.016073281327521,-0.0419971935655152,0.0544008948120889
"R_0","R_0_mean",0.995624893821772,1.17206971674833e-05,0.000116281125014067,0.995333315153419,0.995908659838445
"R_0","dispersion",-0.0105808208352158,0.00118538968059293,0.0146015425295828,-0.0528061066499874,0.0223589369188092
"R_0","T_inc_stretch",-0.0193769191663168,0.00100639801056115,0.0142807465240048,-0.0561254940162474,0.00984585938873264
"R_0","pi_t_triangle_center",-0.0128661958340432,-0.00349639071320431,0.0157311074111178,-0.0603524034001609,0.0262802664626509
"R_0","T_lat_offset",-0.0048514577869818,0.000654305946205655,0.0149424539933287,-0.0369429864923296,0.0368178722212884
"R_0","d_inf",0.000482369912122974,0.000306353511285743,0.0159084023124421,-0.0275321266152633,0.0413336201468473
"R_hsb","gamma",-0.850888540288453,-3.77044753370193e-05,0.00376460169502207,-0.861837499909001,-0.84116200682698
"R_hsb","prob_CT",0.0223697628280811,0.00173373485236798,0.0152939875892386,-0.0143164188835707,0.0600370693665342
"R_hsb","CT_delay",-0.00413690191090277,-0.00126102851130455,0.0153815357616925,-0.0396136555396065,0.0295807675920717
"R_hsb","epsilon",0.00947378219306925,0.000230663555891228,0.0141623331155895,-0.0251132235380552,0.0498485443339911
"R_hsb","riskprofile",0.000752554030908171,-0.0024150973647522,0.0164684859133327,-0.0352144441882899,0.0428156530732507
"R_hsb","R_0_mean",0.979799278566562,-4.01711919847392e-05,0.00064122349044587,0.978331919882013,0.981395411949208
"R_hsb","dispersion",-0.0196607384763617,0.000357276759805319,0.0135784405972496,-0.0514083856023718,0.0141344316553534
"R_hsb","T_inc_stretch",0.00344239040835909,-0.000820330885814801,0.0167633556633146,-0.0356869647510599,0.0482413468883092
"R_hsb","pi_t_triangle_center",-0.455572713550308,0.000545891379215402,0.010646492777776,-0.478932343877049,-0.430909335524565
"R_hsb","T_lat_offset",-0.420854982626641,-0.00100123352792186,0.0122050121292238,-0.443371164498439,-0.392197524469096
"R_hsb","d_inf",-0.0743340645997216,0.00417687872913769,0.0173160326381231,-0.121207877721177,-0.00985983066356047
"R_s","gamma",-0.672585857343316,0.000112342588934,0.00695461478766174,-0.688075308110937,-0.653611090012259
"R_s","prob_CT",-0.716272320602482,-0.000247496317573592,0.00589461982769043,-0.728828145377565,-0.70247845522574
"R_s","CT_delay",0.0539794708722843,0.0030060705926035,0.0147346501052515,0.0156103941824833,0.0955321161337998
"R_s","epsilon",0.053994691404864,-0.000198171820382981,0.0148635497916383,0.0128829556208167,0.0903844438339442
"R_s","riskprofile",-0.00117075071306527,-0.00215512724207536,0.0150518831858625,-0.0389264819901643,0.0430444707741369
"R_s","R_0_mean",0.953230656474646,0.000396916055897867,0.00225100608408101,0.947374749691829,0.958455340084416
"R_s","dispersion",-0.013713003833017,0.00141717698578228,0.0152699092070067,-0.0535117247123457,0.0219030497996257
"R_s","T_inc_stretch",-0.071083885709775,3.9327150781851e-05,0.0140236210044673,-0.115325161926357,-0.0408519759346093
"R_s","pi_t_triangle_center",-0.182471080992125,0.0024913967872599,0.0136151520885872,-0.219365922412352,-0.155944132553069
"R_s","T_lat_offset",-0.156144165370674,0.000327830060556838,0.0138318327238627,-0.192546898940271,-0.125139799633866
"R_s","d_inf",-0.0219844472332181,0.00195833537714287,0.0143379638350728,-0.0567845991077288,0.0119058494778216
"R_q","gamma",-0.670353217185907,0.000156301129353498,0.00644447718839772,-0.69239627610876,-0.656797473807007
"R_q","prob_CT",-0.730920112215238,-0.000476924950217672,0.00683882118710334,-0.746646560007583,-0.712985735426676
"R_q","CT_delay",0.0549138687521081,-0.000533887493003968,0.0163450072121366,0.0179509907685147,0.110120813560971
"R_q","epsilon",-0.000917348160915139,-8.46246251957321e-05,0.0154644362572539,-0.0373625751971667,0.0350340258852825
"R_q","riskprofile",-0.00485607252067253,0.00142836805974623,0.0158182953712503,-0.0418201714135673,0.0305785909355319
"R_q","R_0_mean",0.945841060153498,3.23347485152725e-05,0.00225685557742186,0.940611752049768,0.950326940408524
"R_q","dispersion",-0.0113305151200831,-0.000518507073840312,0.0149782620524243,-0.0442696096081135,0.0258832917510421
"R_q","T_inc_stretch",-0.0956133691127477,9.43669491948046e-05,0.0143323886139934,-0.141752877045026,-0.0596526807712438
"R_q","pi_t_triangle_center",-0.153935432258139,-0.000320605857567297,0.0140438417443607,-0.181020798671407,-0.114427518305781
"R_q","T_lat_offset",-0.121509114285812,0.00026374334271137,0.0139702462440081,-0.156017106125418,-0.0899838272191873
"R_q","d_inf",0.0050186100292407,-0.00304766106303908,0.0147259452718913,-0.0411888607940654,0.0402647190463293
"Abs_Benefit","gamma",0.0910562572247229,0.00121767975305247,0.0154774547493207,0.0589138966307328,0.127352310552637
"Abs_Benefit","prob_CT",0.206559788318343,-0.0022258875740909,0.0125116410416511,0.174661310073695,0.250759458259484
"Abs_Benefit","CT_delay",-0.0106066665072245,-0.00155175239100071,0.0131301255472329,-0.0533756195431139,0.024557578127246
