"x"
"1" 0.26220430153715
"2" 0.155263985598226
"3" 0.120515064578318
"4" 0.107116797751624
"5" 0.0995156347920328
"6" 0.0952336789555955
"7" 0.0917694990964599
"8" NA
"9" NA
"10" NA
"11" NA
"12" NA
"13" NA
"14" NA
"15" NA
