"output","parameter","coef","bias","stderr","CImin","CImax"
"R_0","gamma",-0.00477261538474591,0.00289183741941099,0.0126461736690445,-0.0504660531870048,0.0273465574350667
"R_0","prob_CT",-0.00421227902661663,0.000109325476108459,0.0139165537557209,-0.0435653491574136,0.0271755161086118
"R_0","CT_delay",-0.0113786333180949,0.00100276902868643,0.0143366651868078,-0.0459868382090097,0.0162604386983145
"R_0","epsilon",-0.0180311365412362,-0.000529351819608122,0.0141837123379805,-0.0540518571928271,0.0183049053008309
"R_0","riskprofile",-0.00833897050520288,-0.000480117672109639,0.014364552923213,-0.0418812941632993,0.0313100193128238
"R_0","R_0_mean",0.995602256871077,1.03589794111514e-05,0.00011690934011388,0.995202648493051,0.995896837615426
"R_0","dispersion",-0.000679103792381392,-0.00125066900425762,0.0143644671522466,-0.0280450125256541,0.0398983319364112
"R_0","T_inc_stretch",0.000266894604279257,-0.000268524353935805,0.0141053206698141,-0.0440094808390346,0.0342382901253504
"R_0","pi_t_triangle_center",-0.0162569255930378,0.00139306624715542,0.0140883020364729,-0.0519692774551318,0.014382316297552
"R_0","T_lat_offset",0.0194267308781236,0.00160936630393733,0.0138383238245114,-0.0173429378971813,0.0491846824415449
"R_0","d_inf",-0.0132702124231247,0.00349844275778602,0.0146593125572295,-0.06244180612954,0.0191695241070032
"R_hsb","gamma",-0.300636172409071,-0.00116684088634772,0.012190722114757,-0.334702785501119,-0.273349190638418
"R_hsb","prob_CT",0.00619899665834095,-0.00228058411341461,0.0141981570869658,-0.0228944650364011,0.0536991170082983
"R_hsb","CT_delay",-0.00231785786867747,-0.00147871662419876,0.0138053778363337,-0.0355861979940112,0.0313732276523647
"R_hsb","epsilon",0.00774539016476425,0.000845925743179213,0.0148673510762374,-0.0284568941426339,0.0506995396121832
"R_hsb","riskprofile",0.00521914437431709,-0.00120793286698936,0.0133996209912789,-0.0276303218859456,0.0436188609313419
"R_hsb","R_0_mean",0.995086429737661,-5.810796375183e-06,0.000200596325514259,0.994710253379312,0.99575851482869
"R_hsb","dispersion",-0.0119821089878166,-0.000181219247876284,0.0134255788361757,-0.0478151433420203,0.0116996402757394
"R_hsb","T_inc_stretch",-0.0147854904550236,0.00189878904901357,0.0155175566078616,-0.0488568643761777,0.028741399719902
"R_hsb","pi_t_triangle_center",-0.23903163536981,-0.0019171284360944,0.0133681933091492,-0.268959452906504,-0.204808619593661
"R_hsb","T_lat_offset",-0.237772562565521,-4.0593070516709e-05,0.0134233808461627,-0.275838710379289,-0.207325874560916
"R_hsb","d_inf",-0.333927127443565,-0.000803490905025794,0.0132884377310582,-0.364060511059906,-0.292094133082747
"R_s","gamma",-0.30668761131929,0.00245495242762228,0.0128308941170905,-0.3495561537027,-0.282072221225181
"R_s","prob_CT",-0.32317923201551,-0.00012910599493382,0.012523420639541,-0.352654673740666,-0.292969068136712
"R_s","CT_delay",0.00693194219872947,-0.00209186946190285,0.0127877259475234,-0.0234642765295243,0.0341144973200864
"R_s","epsilon",0.16744434560697,-0.000989594521033893,0.0149203954921378,0.132492452572188,0.199143853564959
"R_s","riskprofile",0.00620936449038031,-0.000785170377766996,0.0140223825440041,-0.0301666111392145,0.0340174525049312
"R_s","R_0_mean",0.991888693412047,-2.05737514429316e-05,0.000389309982564849,0.991150406327076,0.992906560319213
"R_s","dispersion",-0.00521988778294803,-0.000811930897752314,0.0147686461193584,-0.0360642103677877,0.0294196545581844
"R_s","T_inc_stretch",0.00425853990367323,0.0010463645928382,0.0141185286447977,-0.0259828388957552,0.035458636161466
"R_s","pi_t_triangle_center",-0.200026643976302,-0.00162741428764931,0.0118733884778954,-0.223184414111224,-0.168625626979572
"R_s","T_lat_offset",-0.207241202422359,0.00040077696632243,0.01495334400792,-0.243200803786064,-0.175826950023473
"R_s","d_inf",-0.341409165793301,-0.000317824581982928,0.0117778692598333,-0.371189119224389,-0.307182536714393
"R_q","gamma",-0.730094147336576,0.00102076987065547,0.00569033292043074,-0.744124606863457,-0.721664065462981
"R_q","prob_CT",-0.738375106600034,-0.00101752355209039,0.00543294610631519,-0.754456614084681,-0.725430106397031
"R_q","CT_delay",0.0188730790141061,0.000557779839854073,0.0152138155378164,-0.0171775699601754,0.0528381664877286
"R_q","epsilon",-0.00963881859594821,-0.00226638724461921,0.0162495495231382,-0.0519139454367491,0.0379324643421487
"R_q","riskprofile",0.0147394521149832,0.00103362529991997,0.0146614961193105,-0.0406080517996057,0.0493759939583723
"R_q","R_0_mean",0.910371832851555,-0.000131310425115938,0.00364757912173187,0.901634418916232,0.922510193469392
"R_q","dispersion",0.00648888349276033,-0.0011953955543674,0.0160415458493812,-0.0545954428930073,0.045511535321058
"R_q","T_inc_stretch",-0.0534164851442952,-0.00157935523102013,0.0134220683976285,-0.0807064473977965,-0.0203853047172802
"R_q","pi_t_triangle_center",-0.0252078688847248,-0.00224254230017061,0.0148203018750399,-0.0537967592366752,0.0105251233835739
"R_q","T_lat_offset",0.00215109277325947,0.000260135867323956,0.0142939195129631,-0.0348938556973573,0.0347955887282852
"R_q","d_inf",0.0323588425184401,-0.000763902754468068,0.0155348344596511,-0.00390282060208118,0.0730210260010676
"Abs_Benefit","gamma",0.75113189558046,0.000930102727459525,0.00703649168392358,0.738338473454025,0.774045761793987
"Abs_Benefit","prob_CT",0.756888171721223,0.000135017183278574,0.00585842775676339,0.740914105416848,0.773920986342438
"Abs_Benefit","CT_delay",-0.0131368636383988,-0.000469230679365634,0.0150995338116303,-0.0632238274797785,0.0202863195107959
