"R_0","R_hsb","R_s","R_q","Abs_Benefit","Rel_Benefit","NNQ","obs_to_iso_q","Abs_Benefit_per_Qday","ks","Rel_Benefit_per_Qday","Rel_Benefit_per_Qday_rp","NQD","T_lat_offset","d_inf","pi_t_triangle_center","gamma","prob_CT","CT_delay","epsilon","riskprofile","R_0_mean","dispersion","T_inc_stretch","Abs_Benefit_per_Qday_rp","Impact_SM","Impact_Q","Impact_HSB"
2.17333333333333,1.49733333333333,1.38,1.36166666666667,0.0183333333333333,0.0132850241545894,54.5454545454546,8.28396921913878,0.00221310978449523,0.142613586038944,0.00160370274238785,7.07291523478196e-05,451.852866498479,0.48396507386677,14.9825312812132,0.142014991798864,0.60974828729193,0.719480002940061,3.75556982096788,1.75381311079413,0.623201608768986,2.20296587424222,2.20885290583693,1.21506452281289,9.76062302399911e-05,0.793333333333333,0.811666666666667,0.676
3.83333333333333,2.67,3.585,3.325,0.26,0.0725244072524407,3.84615384615385,3.64915550494651,0.0712493615707974,0.157403053004221,0.0198742989039881,0.000312570945773393,14.0352134805635,0.299128866583387,10.1957176396245,0.248604368063002,0.690400427116937,0.283521205795544,2.67844063718971,5.19198163818438,0.284232842674084,3.98429404216558,1.91276682860879,0.778775561703043,0.00112056684059761,0.248333333333334,0.508333333333333,1.16333333333333
4.39,2.855,2.755,2.17666666666667,0.578333333333333,0.209921355111918,1.72910662824208,8.895023775014,0.0650176264798599,0.129004128511446,0.0235998644210018,0.00116677953878023,15.3804445677476,0.472626686333109,13.1863057005633,0.159751826541393,0.648181886448253,0.785732946556356,1.61231855749087,4.37908621660471,0.677455196088295,4.2357025083378,3.2095272673965,1.17640785318883,0.00321447762933954,1.635,2.21333333333333,1.535
2.12166666666667,1.80833333333333,1.96666666666667,2.095,-0.128333333333334,-0.0652542372881357,1,5.96599635349635,-0.0215107964754494,0.118111964678716,-0.0109376931231099,-0.000502346579249211,-46.4882832739975,0.230516528606654,11.6962872283728,0.14111781383414,0.355654645671442,0.230570868261922,5.29940618128888,3.04490435693008,0.6009007733563,2.19928618869837,1.87123848370155,1.22425764859035,-0.000987948272523449,0.155,0.0266666666666664,0.313333333333333
4.04166666666667,3.64666666666667,3.64833333333333,3.18,0.468333333333333,0.128369118318867,2.13523131672598,8.06629553492805,0.0580605224920649,0.111647813250647,0.0159142592486245,0.000308122997319157,17.2234068361453,0.135297243752736,10.948597252001,0.260075849057112,0.274794533783327,0.719308189074039,4.75941916591735,4.33823547918461,0.35320611570118,3.93018092946652,1.94891210862305,1.13088653841708,0.00112413540188606,0.393333333333334,0.861666666666667,0.395
2.12666666666667,1.79466666666667,2.18,1.935,0.245,0.112385321100917,4.08163265306122,5.17016591088677,0.0473872607229308,0.0784369114976491,0.0217372755609774,0.00045953156802884,21.1027180036194,0.0540532535395989,10.9087500937613,0.0448539775912568,0.67852063993094,0.284647732956937,4.82921181039647,4.93972256076517,0.360972769771252,2.32124868856445,1.88198897875985,1.14485449244338,0.00100177881830287,-0.0533333333333337,0.191666666666666,0.332
3.99666666666667,3.345,3.75166666666667,3.95666666666667,-0.205,-0.0546423811639272,1,7.40126980114594,-0.0276979498799328,0.149201208951782,-0.00738283870633481,-0.000108121833989669,-36.1037551275412,0.636586154869046,12.7577179181233,0.17252058153645,0.326007832850954,0.213136051992718,5.03399077139348,2.29812097590696,0.281053724062156,4.04307814262602,1.5806902943966,1.26114277784401,-0.00040563708051791,0.245,0.04,0.651666666666666
1.84333333333333,1.81833333333333,1.825,2.10166666666667,-0.276666666666667,-0.151598173515982,1,3.306629378763,-0.0836702983538381,0.131955888886511,-0.0458467388240209,-0.000815383466221903,-11.9516724533602,0.101397728248297,13.1216685306604,0.169604434615902,0.23254246587884,0.270149189869729,5.22890357075548,3.062688737801,0.310216623233281,1.86618405402452,3.06363327184124,0.819328334457148,-0.00148807482585497,0.0183333333333333,-0.258333333333333,0.0249999999999999
3.85333333333333,2.60166666666667,3.45333333333333,3.22333333333333,0.23,0.0666023166023166,4.34782608695652,5.86610226937813,0.0392083174547829,0.0523755790799721,0.0113537598807286,0.000600933026654848,25.5047924755571,0.190644719491499,10.4897469867917,0.154527903667424,0.697329807437543,0.272970254853317,4.62094181064181,2.03237266699476,0.646257062158474,3.79607504561152,2.06313502042722,1.0480527016005,0.00207522205204807,0.4,0.63,1.25166666666667
4.15833333333333,3.44166666666667,3.83666666666667,3.945,-0.108333333333333,-0.028236316246742,1,5.52162684997371,-0.0196198215266664,0.0916652982156799,-0.00511376755690697,-5.97753850876096e-05,-50.9688632305265,0.715878261015234,12.1739554743271,0,0.333124093632919,0.300280292121041,3.05921995980153,1.35578996424354,0.229225047820301,4.05023055226598,1.95665831864011,0.970716537553584,-0.000229338227452796,0.321666666666667,0.213333333333333,0.716666666666666
3.68166666666667,2.17,2.955,3.065,-0.11,-0.0372250423011844,1,4.46321477984553,-0.0246459122910072,0.0954029077450209,-0.00834041025076386,-0.000139782625380392,-40.5746798167776,1.01642218930137,11.5924327909648,0.253124462126467,0.627658724873657,0.261878570859717,5.00026889847713,2.28708676771349,0.301251379237158,3.66163622605372,2.01886015466196,0.960441062564589,-0.000413057657999059,0.726666666666667,0.616666666666667,1.51166666666667
