"x"
"1" 0.524377132334379
"2" 0.252489953578049
"3" 0.160879703719175
"4" 0.134473046259332
"5" 0.125022528816011
"6" 0.116748801447675
"7" 0.111079496348979
"8" 0.108133861920673
"9" NA
"10" NA
"11" NA
"12" NA
"13" NA
"14" NA
"15" NA
