"x"
"1" 0.187691743328064
"2" 0.150848802140471
"3" 0.108767399576913
"4" 0.0847471671138565
"5" 0.0752710859646122
"6" 0.0703680798111796
"7" 0.0690357813437382
"8" NA
"9" NA
"10" NA
"11" NA
"12" NA
"13" NA
"14" NA
"15" NA
